# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Apr 07 02:09:36 BST 2021 [seed=1617757775911]
# -working /home/mahan/Downloads/alignment_lab/For_publication/flu/HA_monthly_2009-2011/mar_alignments_logistic.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-25607.86519454082	-812.2491142765462	-24795.616080264273	2.406505995715369	2007.831850168668	42.93561296416269	1.0	0.1	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-24795.616080264273	0.0	-756.2890440746796
100000	-19229.195988606472	-1396.495340124822	-17832.700648481652	1.1221819752116735	2009.116174189172	62.82033626467711	3.667398774281966	10.560268371836234	0.8572953285535809	7.690013593709547	0.3800504021807496	0.2002873884845691	0.19036198865020607	0.2293002206844752	0.256483291467069	0.029506932709166808	0.029506932709166843	-17832.700648481652	0.0	-1381.2570944465722
200000	-18409.52686141974	-1444.5060151746666	-16965.020846245076	1.099892315625949	2009.1384638487575	69.08935549952632	7.0614677453974934	7.013913819686209	0.5912936726350786	7.605151326522734	0.3552221398375876	0.20471885144058508	0.19142776352783236	0.2486312451939944	0.26597904196085786	0.021504716125692058	0.021504716125692117	-16965.020846245076	0.0	-1429.4897950111535
300000	-17847.853303808697	-1558.0954191807878	-16289.75788462791	1.122970559071566	2009.115385605312	75.43056436398011	9.818578191986223	7.647681982334728	0.5832219101579585	8.052739581763525	0.3791874943574633	0.18629732467327514	0.19572814477175876	0.23878703619750266	0.2604305967350732	0.017108124600501377	0.0171081246005014	-16289.75788462791	0.0	-1542.9334731806996
400000	-17384.39159585691	-1596.237459154457	-15788.154136702453	1.1231425312371628	2009.1152136331464	79.65650745295815	11.743945154646134	7.007491204593179	0.5270689454863485	9.042107992996828	0.3600698466631058	0.1994253601293516	0.1934250778371585	0.24707971537038434	0.3068465437046053	0.014646393597313262	0.014646393597313255	-15788.154136702453	0.0	-1580.8777250732144
500000	-16932.329529823684	-1657.029070147255	-15275.30045967643	1.2002179947217446	2009.0381381696618	85.31906936121732	17.491812287214966	7.133526948882348	0.4637762960456227	8.62946179820566	0.35398121469398736	0.18733107177373723	0.19906680312753613	0.25962091040473956	0.28132249272062515	0.012679592530778576	0.012679592530778586	-15275.30045967643	0.0	-1641.5562554551866
600000	-16606.24941185065	-1729.809842081119	-14876.43956976953	1.1534037727708726	2009.0849523916127	90.16817361227112	20.179682071952094	6.860802844341439	0.4484604239245042	9.403655657516207	0.3682988943096714	0.1973338884678487	0.18527111943454064	0.2490960977879397	0.32201172852309373	0.011806519032435707	0.011806519032435752	-14876.43956976953	0.0	-1714.0086628638062
700000	-16438.139468236073	-1773.3758282842966	-14664.763639951776	1.192724490253986	2009.0456316741295	97.02648376506723	21.55062011574112	8.71673290189768	0.5187620275738423	8.492604044043688	0.36447560338283447	0.194130533108202	0.20255695210531677	0.23883691140364735	0.31582698330842474	0.01067036836732698	0.010670368367326988	-14664.763639951776	0.0	-1757.6197303168133
800000	-16202.14530326163	-1840.7986362211825	-14361.346667040447	1.1745748560970002	2009.0637813082865	99.83581371363667	19.67751679138457	9.776848291276755	0.5766698461993499	7.759574868840823	0.36075288778809467	0.19573853972596877	0.19699729023300677	0.24651128225293034	0.28853129228127716	0.010258762057931905	0.010258762057931926	-14361.346667040447	0.0	-1825.3162415123124
900000	-16016.959381227312	-1913.2512291300598	-14103.708152097253	1.1370789755336204	2009.10127718885	107.15892630634494	23.309324006568335	10.307336694512887	0.5719778384129048	8.653328179438246	0.38109678210754244	0.1837569776108915	0.19259405368235563	0.24255218659921024	0.32547229122544435	0.008683638174668221	0.00868363817466822	-14103.708152097253	0.0	-1897.4674291587678
1000000	-15919.120419790454	-1930.5425875731478	-13988.577832217306	1.1701281509547041	2009.0682280134288	108.94751118513369	22.495858455501928	10.901774763332032	0.6081596800167822	9.842428456456808	0.36034910803559533	0.19031334749455908	0.20586306112701114	0.24347448334283422	0.3324201735991174	0.008262643136378674	0.008262643136378691	-13988.577832217306	0.0	-1914.5660579314826
1100000	-15714.40289918458	-1880.3346236960256	-13834.068275488555	1.1510027833746748	2009.0873533810088	106.01815954745315	22.19333974932356	11.461842505653637	0.5949862145360864	8.407254327278851	0.37808214974166254	0.18843439861710712	0.19289436683077363	0.24058908481045668	0.31123541426975454	0.008269419831696316	0.008269419831696314	-13834.068275488555	0.0	-1864.726317344044
1200000	-15587.754972626615	-1942.0124012419321	-13645.742571384682	1.1233312926118233	2009.1150248717718	113.05959304132308	25.41662107662655	12.963592356442659	0.6313099548852994	8.744734789298695	0.37377192406759674	0.1814893935311816	0.19898165921028868	0.24575702319093296	0.3661694249043594	0.00772917175755073	0.007729171757550714	-13645.742571384682	0.0	-1926.0113676410654
1300000	-15487.120084996272	-1969.030682206723	-13518.089402789548	1.119026047304665	2009.1193301170788	115.3017075015001	29.629559411271057	10.605610459897296	0.5667195586497327	9.135528744526454	0.3756652364235579	0.19291181774196678	0.18608362508014265	0.2453393207543325	0.37673443094801	0.006893633038277646	0.006893633038277638	-13518.089402789548	0.0	-1952.9669726155673
