# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Apr 06 00:14:27 BST 2021 [seed=1617664466163]
# -working /home/mahan/Downloads/alignment_lab/For_publication/flu/HA_monthly_2009-2011/dec_alignments_logistic.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-18346.0285694164	-668.0730467064852	-17677.955522709915	3.1517662513426066	2006.84549402263	36.5634097950743	1.0	0.1	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-17677.955522709915	0.0	-618.4048528673983
100000	-12816.41736958076	-901.8799505118654	-11914.537419068894	0.9024476276716593	2009.094812646301	44.470811966086465	9.55460465478197	5.609226359879784	0.24195041233819486	7.4640133610448745	0.3670949228166677	0.1897777967123136	0.19699916695587957	0.24612811351513902	0.20612187169686588	0.02157511772701777	0.021575117727017788	-11914.537419068894	0.0	-887.8398845829814
200000	-12197.169176378413	-958.6520217349703	-11238.517154643443	0.9425969139581366	2009.0546633600145	50.13807117582566	30.43060893568009	6.812003593601883	0.1436510798611196	7.940161292359601	0.3631855177224386	0.19871134937821752	0.19702853860622552	0.24107459429311842	0.21067944287877116	0.015239267978176584	0.015239267978176613	-11238.517154643443	0.0	-943.7476842619056
300000	-11693.711965243565	-1035.2965224875154	-10658.41544275605	0.9386627866103706	2009.0585974873622	54.73089808532534	29.039186172659793	8.267214793908211	0.21584578991378067	7.026001307663591	0.37781944458195094	0.19244504704073176	0.19812079920515702	0.23161470917216073	0.26894329721886195	0.01125815215732987	0.011258152157329842	-10658.41544275605	0.0	-1020.4736103689065
400000	-11511.605921253897	-1025.5639058468919	-10486.042015407005	0.8945956407564456	2009.1026646332161	56.11128884971258	36.832952430709696	8.680047840065711	0.19926957025057307	7.373896620483156	0.368897345345608	0.1977123802448992	0.2088451377902329	0.2245451366192602	0.25608554255822014	0.011489945697633144	0.011489945697633158	-10486.042015407005	0.0	-1010.3520962414792
500000	-11307.742005277882	-1074.0884448022741	-10233.653560475608	0.8799140342059597	2009.1173462397667	58.70550180541516	38.208804754583916	8.716661672299452	0.2094233751380429	9.479564956801402	0.37194082390161765	0.17991638536374582	0.21599958524644225	0.23214320548819417	0.25598051570683666	0.00991592317625111	0.009915923176251125	-10233.653560475608	0.0	-1058.493125674086
600000	-11242.407508159667	-1110.9342828554209	-10131.473225304246	0.8947517980771386	2009.1025084758955	61.34650799862025	63.54566160913786	9.311469110292606	0.18027950971922843	8.061271401827128	0.38627644207638	0.18688884448961265	0.2008082688835707	0.2260264445504365	0.2412487459404115	0.009348749420160719	0.009348749420160743	-10131.473225304246	0.0	-1094.9783266174431
700000	-11068.999185387112	-1127.9831632012852	-9941.016022185828	0.9346655148359818	2009.0625947591366	61.01713060469574	21.576881265068174	9.684824779594969	0.3153367221281448	9.030418307449976	0.3901144418515708	0.1844726979734331	0.19898722449270523	0.22642563568228988	0.2459819010516272	0.009437005222772174	0.009437005222772141	-9941.016022185828	0.0	-1113.0343490313635
800000	-10979.45800391757	-1164.6075316250071	-9814.850472292563	0.8788095585537343	2009.118450715419	64.11116874019811	34.808148661648524	9.909711907264201	0.2841537524547698	8.57331652427436	0.3697779248570863	0.1857994494392302	0.2137428494488656	0.23067977625481687	0.2974127812659686	0.00865193724891652	0.008651937248916528	-9814.850472292563	0.0	-1149.08345134128
900000	-10943.20581986608	-1173.3945307805727	-9769.811289085506	0.8483681352165144	2009.148892138756	65.77761950148542	29.085407552696644	10.831922753429808	0.313031991511941	7.294295076250477	0.364938026536921	0.1881133454919237	0.20307266558293735	0.2438759623882165	0.28032589658521134	0.007808965499342825	0.007808965499342808	-9769.811289085506	0.0	-1158.4658567546323
