# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Jan 21 11:38:28 GMT 2021 [seed=1611229097581]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-135262.70961100358	-548.8352381316247	-134713.87437287194	2.8952356693030805	2017.7686987569266	35.23034407064857	1.0	0.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-134713.87437287194	0.0	-507.3976265329812
10000	-68572.18603177097	-940.3203468599513	-67631.86568491101	1.2201305416424408	2019.4438038845872	44.66288437217513	4.885766650205917	1.507261464869001	5.187949997594954	0.2878941529882522	0.17761708875420126	0.18921082996225153	0.34527792829529497	0.022795409172194372	0.0022808476660529067	0.002280847666052911	-67631.86568491101	0.0	-935.5497279052678
20000	-66939.83710849429	-1043.534635334373	-65896.30247315991	1.0605278620127052	2019.6034065642168	49.351261698826995	9.562623114848854	2.4111889213499	4.84596685390329	0.2897842580699905	0.17392723043255875	0.18734917850653318	0.3489393329909174	0.03979577257333248	0.00199482159549484	0.001994821595494835	-65896.30247315991	0.0	-1038.1098763091125
30000	-65986.54650663972	-1080.3293027564337	-64906.21720388328	0.8233802966790557	2019.8405541295506	51.33900929865932	15.607380748999748	3.4555810599253234	5.161119542831004	0.28535716755326307	0.18102538742545687	0.18622985478721454	0.34738759023406535	0.03880330817873304	0.0018392464296083922	0.00183924642960839	-64906.21720388328	0.0	-1074.1989284297986
40000	-65175.9691682918	-1094.3323353078695	-64081.63683298393	0.8247593697125247	2019.839175056517	53.48087659322412	29.156616791897605	4.811063036850318	4.8194283711977155	0.2894260893851005	0.17932359567864553	0.18650943569190762	0.3447408792443461	0.01786250411696454	0.0016736269516836968	0.0016736269516836953	-64081.63683298393	0.0	-1087.451113801562
50000	-64667.048703930435	-1116.8352935223315	-63550.213410408105	0.8149958824879743	2019.8489385437417	55.94366977627401	44.810354809267885	5.563931655480882	4.8394559881018075	0.2864129526240841	0.17499021399259151	0.18713320865339644	0.3514636247299277	0.045681581335669026	0.001541195963602724	0.0015411959636027217	-63550.213410408105	0.0	-1109.2444842829532
60000	-64094.62848716925	-1128.1056284716346	-62966.522858697615	0.8433635244030302	2019.8205709018266	58.27705308829766	46.38517892289433	5.598294801004813	4.821971132013549	0.2874040647598626	0.17991121779817856	0.18924648449859052	0.3434382329433681	0.013873784589704426	0.0014447587628647865	0.0014447587628647856	-62966.522858697615	0.0	-1120.5789168419672
70000	-63629.307294257276	-1125.1923440390253	-62504.11495021825	0.884617779171952	2019.7793166470576	57.80685240651068	44.99925620771395	5.559592327305147	4.774424700785839	0.28383321887101187	0.1796098438133142	0.1906827851645805	0.3458741521510932	0.018135652143512968	0.0013476652994133065	0.001347665299413306	-62504.11495021825	0.0	-1117.7597677355438
80000	-63094.70329786043	-1118.1272783141062	-61976.57601954633	0.957969918620057	2019.7059645076095	58.33488030987131	73.89327249950205	6.499834405822208	4.828358144454001	0.2883285267126129	0.1802842053032973	0.1876625926906848	0.34372467529340484	0.038622706900645634	0.0013674924032334665	0.0013674924032334658	-61976.57601954633	0.0	-1109.7496464167216
90000	-62726.95117555366	-1146.9608582534509	-61579.99031730021	0.9316236494632002	2019.7323107767663	60.38676099546659	61.36112509224049	6.076213977663023	5.228112652034117	0.2918730979847572	0.1811450067832964	0.1850651557195035	0.34191673951244267	0.006827975699871053	0.0011953995315295484	0.0011953995315295478	-61579.99031730021	0.0	-1138.9673287593903
100000	-62505.99535033951	-1142.5228518713377	-61363.47249846817	0.8844296378050694	2019.7795047884244	60.127548045260305	74.57127341477657	6.493261574868288	4.640065605165149	0.29501145093294157	0.17379703246869743	0.1893823813031115	0.3418091352952492	0.06572717537265059	0.001230033015754971	0.001230033015754971	-61363.47249846817	0.0	-1134.202205393785
110000	-62144.24522558478	-1157.3658171876357	-60986.879408397144	0.9417909225183918	2019.7221435037113	61.30552156401471	77.58238834167257	6.419193886220206	4.774074048688563	0.2923856339587535	0.1785264242915949	0.18864285025879288	0.3404450914908584	0.008517569048614202	0.0012162911951954316	0.0012162911951954342	-60986.879408397144	0.0	-1149.0640127651016
120000	-61929.15697974526	-1153.0118714799655	-60776.14510826529	0.8740505291283315	2019.7898838971014	61.34846565442221	61.04501561013495	5.983613144257421	5.36429297969046	0.2897069720798523	0.17627979930723953	0.1903653403880405	0.3436478882248674	0.0068872672234507135	0.0011714245578595094	0.0011714245578595115	-60776.14510826529	0.0	-1145.0099971796278
130000	-61867.24673818321	-1157.8362658837182	-60709.41047229949	0.8479323038621189	2019.8160021223675	61.53978558910681	119.29768680385259	7.308586067795832	4.76998744768968	0.2875671297235213	0.17890786374388695	0.18855284848591272	0.3449721580466789	0.0037941082083069867	0.0011578238880475204	0.0011578238880475236	-60709.41047229949	0.0	-1148.7521021507791
140000	-61779.40104715132	-1155.918615698811	-60623.4824314525	0.8022449136459211	2019.8616895125838	61.29809880995875	129.10387091273296	7.525398128088572	5.094942170637297	0.28871171088820596	0.17549181252839474	0.18931553718116664	0.34648093940223257	0.00395583881887944	0.0011670990083467617	0.0011670990083467625	-60623.4824314525	0.0	-1146.5802430655363
