# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Jan 26 17:44:14 GMT 2021 [seed=1611683039491]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-116501.5064294342	-360.2741445457175	-116141.23228488848	4.971495795241117	2015.4383402703327	28.747667065708292	1.0	0.1	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-116141.23228488848	0.0	-318.3014477412184
10000	-53059.94935333308	-561.0895810197711	-52498.85977231331	1.569385637810147	2018.8404504277635	29.50051167314204	3.2240221283111143	3.136588375356671	0.5545669629278313	5.6278464637819186	0.28119795458819985	0.1939762248820126	0.20722610286403087	0.3175997176657567	0.018277914141888858	0.0015204745012827915	0.0015204745012827902	-52498.85977231331	0.0	-550.376304730741
20000	-51581.83466633138	-595.8486637201285	-50985.98600261125	0.6681232719188938	2019.7417127936549	29.04732515552706	4.2939452639096585	13.210612122482999	0.3892344381074889	5.580535807778979	0.2934230363427218	0.18198440101758054	0.18916237147835824	0.3354301911613395	0.005378112838423713	0.0012817439115240942	0.0012817439115240944	-50985.98600261125	0.0	-585.2028317281199
30000	-51098.735859532935	-616.727129884665	-50482.00872964827	0.5936702292351143	2019.8161658363385	30.478345738783663	5.202881595589622	20.72103437845797	0.36774759288243813	5.467667605980389	0.29146266463622256	0.18263690673760435	0.19406389694518128	0.3318365316809919	0.013424127109925512	0.0010908976975939717	0.001090897697593973	-50482.00872964827	0.0	-605.9666326334859
40000	-50772.70141745778	-613.7249739540637	-50158.976443503714	0.6136256587746451	2019.796210406799	30.54286267679047	4.745160729212686	27.49927299737745	0.37526842407676064	6.544387064644729	0.29574095227126906	0.18125744707292646	0.18976702595838485	0.33323457469741985	0.011902083360246797	0.0011220984622922756	0.0011220984622922734	-50158.976443503714	0.0	-602.7009199354878
50000	-50458.797675841	-597.4898116557923	-49861.30786418521	0.5444219126111113	2019.8654141529626	30.027275232898855	4.4424363751934335	38.67005028326317	0.3892179091642593	5.7712589368040295	0.293125783868628	0.18309012400713304	0.1917901430849898	0.3319939490392495	0.01334663709620153	0.0010484329077658783	0.001048432907765877	-49861.30786418521	0.0	-586.6088284623256
60000	-50219.03260361992	-605.1933342096772	-49613.839269410244	0.5412083915206465	2019.868627674053	30.641181681767293	5.08812781132768	37.14088925699549	0.3807633404018263	5.634936682272878	0.2959134385840443	0.18142461343173483	0.1937018542094042	0.3289600937748171	0.007135692010304147	0.0010313375244070165	0.0010313375244070174	-49613.839269410244	0.0	-594.2607977619276
70000	-50046.86978753113	-593.0539120516471	-49453.815875479486	0.5251243344309852	2019.8847117311427	29.68778874879351	4.489100568805685	40.27822877163032	0.3821691251490316	5.660217487292145	0.2961445119951627	0.17807246312909897	0.1924327053195357	0.3333503195562031	0.03262740860682696	9.897910057605015E-4	9.897910057605017E-4	-49453.815875479486	0.0	-582.1786633914804
80000	-49749.743177304845	-594.5096484569527	-49155.23352884789	0.5228452914878474	2019.886990774086	29.81883629459298	4.6130339878174125	43.81784899268837	0.3876231140535828	5.585325675661514	0.29722930045493323	0.1800111736714277	0.19487141422574142	0.3278881116478981	0.047450005573308314	0.0010363618311977434	0.001036361831197743	-49155.23352884789	0.0	-583.5216654683965
90000	-49574.191478096946	-590.0779392420206	-48984.11353885492	0.5122170908037578	2019.89761897477	29.30977612629252	3.9519070393181686	53.933962259331636	0.39675988488553915	5.531353031531176	0.29665767557806694	0.18234339464297292	0.19013821083329194	0.3308607189456687	0.05021502116749853	0.0010102040191657753	0.0010102040191657738	-48984.11353885492	0.0	-579.1517531651152
