# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jan 31 12:51:26 GMT 2021 [seed=1612097462553]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-167229.18124966582	-788.3396084631858	-166440.84164120263	2.9251459571127016	2018.0693895620132	45.51654286130271	1.0	0.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	1.0	-166440.84164120263	0.0	-736.7438821141536
10000	-98575.37604342488	-1674.578068443298	-96900.79797498159	1.6009235653459488	2019.3936119537798	77.62516074299886	5.073815885911438	0.4515228133352638	4.291390076547631	0.2582258633552642	0.18288635968614614	0.20408896497780024	0.3547988119807893	0.08511956155510024	0.04710809580025488	0.04710809580025476	-96900.79797498159	0.0	-1665.1140898476037
20000	-92923.11617972328	-1890.4763350036399	-91032.63984471964	1.3850696560511873	2019.6094658630745	90.00023089425282	10.483929149388972	1.2426489976107264	4.367614191050047	0.2710821617715256	0.17509844958250828	0.184397667547593	0.3694217210983729	0.01677020302853584	0.002636347529564864	0.0026363475295648636	-91032.63984471964	0.0	-1885.148457031162
30000	-90783.92071269885	-1968.610848891363	-88815.30986380749	1.2087004123317988	2019.785835106794	96.36501610696824	22.297255307687227	2.1506211636369015	4.537171638614055	0.2756279322308227	0.17529136894126493	0.1812044609168071	0.3678762379111049	0.041845832684405844	0.0023720209604679477	0.0023720209604679455	-88815.30986380749	0.0	-1962.188856849531
40000	-89483.26976516399	-2060.7348161540826	-87422.5349490099	1.1976126573376351	2019.796922861788	104.03415192151128	36.43729965247043	2.7680882792016837	4.939974580267726	0.2752854791559114	0.17042437838099175	0.1824619203965914	0.371828222066505	0.03197653248243711	0.0019830084148623923	0.001983008414862388	-87422.5349490099	0.0	-2053.581588309419
50000	-88250.77694750864	-2091.6163508997133	-86159.16059660893	1.200436726188768	2019.794098792937	108.8524232546467	42.33076713414455	2.924949218527205	4.514248846553108	0.2774508282176889	0.17191087891980883	0.17487081408547267	0.3757674787770291	0.019223025350452096	0.0017945117965390647	0.001794511796539062	-86159.16059660893	0.0	-2084.4425654237316
60000	-87036.71544799996	-2114.0136311466363	-84922.70181685332	1.1873621678544384	2019.8071733512713	113.26147628529556	67.08358262744815	3.5119181780681092	4.66785918744656	0.27303129152487937	0.17255111945084978	0.18333674608832187	0.3710808429359484	0.03104040105054922	0.0016330974356306375	0.0016330974356306342	-84922.70181685332	0.0	-2106.0400585825864
70000	-86343.75276118207	-2135.5264072871305	-84208.22635389493	1.1883083748619225	2019.8062271442639	116.29711360579601	93.38992523714353	3.873268716006266	5.010203269639678	0.2765477260315526	0.17564141775249156	0.17882570222099944	0.36898515399495574	0.03603854222116055	0.0016404531732180842	0.0016404531732180832	-84208.22635389493	0.0	-2126.837825839748
80000	-85615.36538146045	-2166.9034896644444	-83448.461891796	1.3472355409899774	2019.6472999781358	120.3858953413968	120.94692928385177	4.23194761942337	4.6777407189308615	0.27475411195788935	0.17471555910954115	0.18120781813903053	0.36932251079353823	0.03847164476134382	0.0015336609454456008	0.0015336609454456	-83448.461891796	0.0	-2157.8620107674888
90000	-84908.15900681348	-2171.6398095070467	-82736.51919730644	1.2022735054782205	2019.7922620136476	120.24427680602913	112.38218928167818	4.16663003977118	5.012760133957772	0.2789716768805963	0.173181146446902	0.17978281811038216	0.3680643585621187	0.004274326879450388	0.001419243405168967	0.0014192434051689667	-82736.51919730644	0.0	-2162.7672599775196
