# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Apr 28 12:39:52 BST 2021 [seed=1619609990114]
# -working /home/mahan/Downloads/alignment_lab/For_publication/alignments/decLC_alignments_logistic.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	external.rate	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
1000000	-72996.19458565718	-2240.2136440210556	-70755.98094163612	1.2264544240972448	130.89672944855627	25.539712437289804	12.47681718064206	0.7237213798180484	4.656684811341295	0.28305960980376627	0.17558405820462422	0.18916179278778497	0.3521945392038254	0.043254733317083016	4.144164928948112E-4	9.094217933436664E-4	7.638655453644307E-4	0.37385213006126283	1.049666079689553E-13	-70755.98094163612	0.0	-2233.2964695042742
1100000	-72695.72084527466	-2187.478853282871	-70508.24199199179	1.2668412482259988	125.63115984542331	22.06953352526789	11.853631075167865	0.7218994395123983	4.959751853964041	0.28294838230780367	0.17838090145172486	0.18564214202681423	0.35302857421365824	0.0574553152719808	3.6632024555893295E-4	9.636174649831741E-4	7.735774545859055E-4	0.44899220965181647	2.4607477914706587E-14	-70508.24199199179	0.0	-2180.6790278700055
1200000	-72611.34431640866	-2173.5678713891107	-70437.77644501955	1.1908046286850207	124.9300991871444	23.01968647203284	11.851745165373753	0.7109128820778504	5.039383141477094	0.2832037846986346	0.17593955550698454	0.19080976273137473	0.3500468970630069	0.043773908730705725	4.205272555088489E-4	9.474537520225432E-4	7.822573175748879E-4	0.3851129505304964	7.47767742167113E-14	-70437.77644501955	0.0	-2166.6542187741893
1300000	-72504.35460067313	-2170.605362506511	-70333.74923816662	1.167506894015069	122.99598959098725	20.966013631669945	11.805906015715074	0.714233817069304	4.700314985849802	0.2821222838148108	0.17797042853644743	0.1884285672646097	0.35147872038413286	0.055601276011872085	4.3801676470780587E-4	9.685923931015509E-4	8.126932503771403E-4	0.37713498622996483	6.338248746489539E-14	-70333.74923816662	0.0	-2163.8526233728135
1400000	-72240.87538986297	-2132.5563075136165	-70108.31908234935	1.1722438830372721	121.32030440116128	18.284762662033067	14.21058222502819	0.7500003409059136	4.897054120114662	0.28401916901025165	0.18032654689561878	0.18424195579827984	0.3514123282958507	0.01610534877814716	4.263878031165634E-4	9.721217277319297E-4	8.077055306627469E-4	0.39014912435182403	1.0486515784934745E-14	-70108.31908234935	0.0	-2125.9593863246982
1500000	-72145.77090263413	-2106.3051088045545	-70039.46579382957	1.1435142992748064	119.40380465496263	18.15104609219402	14.561743850428945	0.7462829371626751	4.7127655594884255	0.28655618608537786	0.17637086270718588	0.18381754996810673	0.35325540123933047	0.017230918202837082	4.2884110750981963E-4	9.773600319196896E-4	8.092275096768965E-4	0.3899953044927578	-5.915444452917556E-14	-70039.46579382957	0.0	-2099.750845125231
1600000	-72126.07457740595	-2099.0464423431677	-70027.02813506278	1.1093289058153477	117.56039678304091	22.09386692920721	12.35938571323595	0.7041423390410549	4.924046108882499	0.2831529230512471	0.17362002730803083	0.18888374337697858	0.35434330626374416	0.028860473846010374	4.063044748964495E-4	9.700221641942127E-4	7.924692677003505E-4	0.40949027642325614	7.017742086693753E-14	-70027.02813506278	0.0	-2092.215729654912
1700000	-72101.14316991971	-2109.6460046560073	-69991.4971652637	1.207180893926709	120.30212986575599	24.039151405864168	11.931986874600742	0.6863998043837566	5.242599966400912	0.28509672052085744	0.17721075670639255	0.18741201887555817	0.3502805038971925	0.008891371623365592	4.382049340510359E-4	9.447082402703126E-4	7.892444947482414E-4	0.36619881523042036	-8.54059214414773E-14	-69991.4971652637	0.0	-2102.6616773698765
1800000	-72045.60918363472	-2046.8843095667366	-69998.72487406798	1.161227773326068	114.2086118750098	17.567963596554623	12.732062904023065	0.7165025925737792	5.015393460451557	0.2837341229659573	0.17938665999727285	0.18585750397666367	0.3510217130601069	0.0737540192928489	4.727275869986357E-4	9.8193485512635E-4	8.208941656091127E-4	0.350002948384047	7.916594400361088E-14	-69998.72487406798	0.0	-2040.1448656062896
1900000	-71997.51888248487	-2041.007431491376	-69956.5114509935	1.253418166776414	114.31019734190743	18.039670535521616	14.201117551513162	0.7362622117785017	4.665142463814169	0.2828321557015954	0.173492369637017	0.18942164099568787	0.3542538336657009	0.02735574586433188	4.285524835229181E-4	0.0010086322492060343	8.216851579645607E-4	0.40353588447023325	-1.060343868763959E-14	-69956.5114509935	0.0	-2034.417426203953
2000000	-71980.56735252017	-2083.400691927461	-69897.16666059272	1.230599938355404	115.64507766876434	17.62971926059075	12.075784955974989	0.7313827026790638	4.76396519225802	0.28015742779819913	0.18004888679226705	0.1866736433991946	0.35312004201034025	0.0031254456559391968	3.9073537719572975E-4	0.0010801136384420117	8.483533220303025E-4	0.4685514672748848	-7.663725955707185E-14	-69897.16666059272	0.0	-2076.910251264392
